"Step","dual_agent_nyc_man_south_mode0 - combined/total_reward","dual_agent_nyc_man_south_mode0 - combined/total_reward__MIN","dual_agent_nyc_man_south_mode0 - combined/total_reward__MAX"
"15804","17710.17403687979","17710.17403687979","17710.17403687979"
"15815","17804.8208949939","17804.8208949939","17804.8208949939"
"15816","17624.240750333003","17624.240750333003","17624.240750333003"
"15818","17932.628416749918","17932.628416749918","17932.628416749918"
"15826","18178.29816844267","18178.29816844267","18178.29816844267"
"15828","17723.210489676992","17723.210489676992","17723.210489676992"
"15831","18301.9532472805","18301.9532472805","18301.9532472805"
"15837","17338.13143090243","17338.13143090243","17338.13143090243"
"15844","18300.85892710068","18300.85892710068","18300.85892710068"
"15845","17955.314929015432","17955.314929015432","17955.314929015432"
"15856","18379.314510683762","18379.314510683762","18379.314510683762"
"15860","18122.064542013548","18122.064542013548","18122.064542013548"
"15878","17956.958088050844","17956.958088050844","17956.958088050844"
"15888","18261.146875985127","18261.146875985127","18261.146875985127"
"15890","17737.55553948829","17737.55553948829","17737.55553948829"
"15898","17930.978462870462","17930.978462870462","17930.978462870462"
"15899","18364.37306826507","18364.37306826507","18364.37306826507"
"15900","17806.156918997673","17806.156918997673","17806.156918997673"
"15916","17720.129636224883","17720.129636224883","17720.129636224883"
"15918","17983.217780247534","17983.217780247534","17983.217780247534"
"15923","17661.59761294262","17661.59761294262","17661.59761294262"
"15926","18082.610792929296","18082.610792929296","18082.610792929296"
"15927","18074.54124136974","18074.54124136974","18074.54124136974"
"15941","17662.161966339216","17662.161966339216","17662.161966339216"
"15954","17570.117814740817","17570.117814740817","17570.117814740817"
"15956","16968.308168054173","16968.308168054173","16968.308168054173"
"15975","18389.027300976803","18389.027300976803","18389.027300976803"
"15986","18081.80528496504","18081.80528496504","18081.80528496504"
"15991","17689.204277139528","17689.204277139528","17689.204277139528"
"16000","17656.09423740149","17656.09423740149","17656.09423740149"
"16035","17936.64748909424","17936.64748909424","17936.64748909424"
"16051","17823.134083028086","17823.134083028086","17823.134083028086"
"16055","17617.38686699412","17617.38686699412","17617.38686699412"
"16058","17803.034209484962","17803.034209484962","17803.034209484962"
"16070","17930.199336802092","17930.199336802092","17930.199336802092"
"16088","18079.18627292152","18079.18627292152","18079.18627292152"
"16091","18189.30080827506","18189.30080827506","18189.30080827506"
"16100","18175.193256465758","18175.193256465758","18175.193256465758"
"16103","17817.59927991453","17817.59927991453","17817.59927991453"
"16117","17937.669752969254","17937.669752969254","17937.669752969254"
"16142","18427.839644799646","18427.839644799646","18427.839644799646"
"16145","18320.563450133202","18320.563450133202","18320.563450133202"
"16147","18351.89633627484","18351.89633627484","18351.89633627484"
"16183","17583.06137329337","17583.06137329337","17583.06137329337"
"16193","18044.774173076927","18044.774173076927","18044.774173076927"
"16194","18215.297314879568","18215.297314879568","18215.297314879568"
"16202","18553.580174381175","18553.580174381175","18553.580174381175"
"16203","17499.79451698302","17499.79451698302","17499.79451698302"
"16215","18058.824052114556","18058.824052114556","18058.824052114556"
"16223","17896.686114857366","17896.686114857366","17896.686114857366"
"16240","18238.59966344767","18238.59966344767","18238.59966344767"
"16249","17693.400916305916","17693.400916305916","17693.400916305916"
"16254","17806.106446553444","17806.106446553444","17806.106446553444"
"16268","17914.35878391054","17914.35878391054","17914.35878391054"
"16280","17753.47180733156","17753.47180733156","17753.47180733156"
"16287","17500.04720884671","17500.04720884671","17500.04720884671"
"16308","17840.430541902544","17840.430541902544","17840.430541902544"
"16314","17392.105333555337","17392.105333555337","17392.105333555337"
"16316","17385.19373865024","17385.19373865024","17385.19373865024"
"16333","17964.64993059718","17964.64993059718","17964.64993059718"
"16336","18146.28979390054","18146.28979390054","18146.28979390054"
"16348","18055.50816536242","18055.50816536242","18055.50816536242"
"16350","17949.843552725055","17949.843552725055","17949.843552725055"
"16352","17771.476270673775","17771.476270673775","17771.476270673775"
"16357","17793.957492285488","17793.957492285488","17793.957492285488"
"16399","17972.733032856035","17972.733032856035","17972.733032856035"
"16410","18114.65486852037","18114.65486852037","18114.65486852037"
"16430","17979.285550921304","17979.285550921304","17979.285550921304"
"16452","17484.555063603068","17484.555063603068","17484.555063603068"
"16473","18390.541312437563","18390.541312437563","18390.541312437563"
"16483","17535.296692640695","17535.296692640695","17535.296692640695"
"16488","17464.87889740815","17464.87889740815","17464.87889740815"
"16490","17701.510323759576","17701.510323759576","17701.510323759576"
"16491","17964.2949507992","17964.2949507992","17964.2949507992"
"16501","17843.75374736375","17843.75374736375","17843.75374736375"
"16502","17950.110976440228","17950.110976440228","17950.110976440228"
"16516","17980.634453629704","17980.634453629704","17980.634453629704"
"16518","17565.257119602622","17565.257119602622","17565.257119602622"
"16527","17742.96500407926","17742.96500407926","17742.96500407926"
"16529","17588.05726603952","17588.05726603952","17588.05726603952"
"16530","18092.44051726052","18092.44051726052","18092.44051726052"
"16540","18114.24831837607","18114.24831837607","18114.24831837607"
"16541","17941.19647741148","17941.19647741148","17941.19647741148"
"16544","18185.013616494616","18185.013616494616","18185.013616494616"
"16554","17554.16890687091","17554.16890687091","17554.16890687091"
"16556","17737.656427544676","17737.656427544676","17737.656427544676"
"16571","18160.593913725163","18160.593913725163","18160.593913725163"
"16585","18058.404963203462","18058.404963203462","18058.404963203462"
"16596","17633.39021717172","17633.39021717172","17633.39021717172"
"16613","17446.75666738817","17446.75666738817","17446.75666738817"
"16615","18104.713479825732","18104.713479825732","18104.713479825732"
"16617","17974.186271117775","17974.186271117775","17974.186271117775"
"16621","18182.32813178488","18182.32813178488","18182.32813178488"
"16623","18147.296484348986","18147.296484348986","18147.296484348986"
"16625","18342.214600038853","18342.214600038853","18342.214600038853"
"16628","18151.810757381507","18151.810757381507","18151.810757381507"
"16630","17681.4600992896","17681.4600992896","17681.4600992896"
"16636","17868.208019758025","17868.208019758025","17868.208019758025"
"16649","17644.366050643803","17644.366050643803","17644.366050643803"
"16654","17855.088481129987","17855.088481129987","17855.088481129987"
"16655","17416.576422105674","17416.576422105674","17416.576422105674"
"16672","17405.27171239871","17405.27171239871","17405.27171239871"
"16686","17766.097073759578","17766.097073759578","17766.097073759578"
"16691","18157.45339010989","18157.45339010989","18157.45339010989"
"16693","17889.780545510046","17889.780545510046","17889.780545510046"
"16705","17821.114373099124","17821.114373099124","17821.114373099124"
"16724","18286.400367549122","18286.400367549122","18286.400367549122"
"16731","18148.567228909982","18148.567228909982","18148.567228909982"
"16734","17851.34255963481","17851.34255963481","17851.34255963481"
"16736","17379.50606277056","17379.50606277056","17379.50606277056"
"16739","18243.675798590302","18243.675798590302","18243.675798590302"
"16758","17664.791564463318","17664.791564463318","17664.791564463318"
"16783","17602.61581227107","17602.61581227107","17602.61581227107"
"16804","17937.88975843601","17937.88975843601","17937.88975843601"
"16814","17820.158035575536","17820.158035575536","17820.158035575536"
"16822","17821.468404845153","17821.468404845153","17821.468404845153"
"16832","18371.958562881566","18371.958562881566","18371.958562881566"
"16853","17984.022733349986","17984.022733349986","17984.022733349986"
"16876","17890.656694666446","17890.656694666446","17890.656694666446"
"16884","17329.24240775891","17329.24240775891","17329.24240775891"
"16892","17294.444617993122","17294.444617993122","17294.444617993122"
"16899","17660.396332473083","17660.396332473083","17660.396332473083"
"16901","18063.13458802309","18063.13458802309","18063.13458802309"
"16916","18037.911011127762","18037.911011127762","18037.911011127762"
"16918","18114.461354173603","18114.461354173603","18114.461354173603"
"16927","18318.070384587634","18318.070384587634","18318.070384587634"
"16935","17816.288853119106","17816.288853119106","17816.288853119106"
"16980","17868.52462332113","17868.52462332113","17868.52462332113"
"16982","17766.610350621602","17766.610350621602","17766.610350621602"
"17006","17592.861343045843","17592.861343045843","17592.861343045843"
"17041","18080.40010320235","18080.40010320235","18080.40010320235"
"17063","18271.705091575095","18271.705091575095","18271.705091575095"
"17067","18261.262375874125","18261.262375874125","18261.262375874125"
"17103","17973.583073093578","17973.583073093578","17973.583073093578"
"17111","17734.822976190473","17734.822976190473","17734.822976190473"
"17113","18233.80784476635","18233.80784476635","18233.80784476635"
"17132","18009.141096847598","18009.141096847598","18009.141096847598"
"17160","17848.0034469697","17848.0034469697","17848.0034469697"
"17168","17863.129949994454","17863.129949994454","17863.129949994454"
"17178","17622.20424111999","17622.20424111999","17622.20424111999"
"17205","17612.75253033078","17612.75253033078","17612.75253033078"
"17206","17745.8410428738","17745.8410428738","17745.8410428738"
"17225","17126.644425463426","17126.644425463426","17126.644425463426"
"17256","18076.908998917752","18076.908998917752","18076.908998917752"
"17285","17726.44465725941","17726.44465725941","17726.44465725941"
"17306","17975.740837190588","17975.740837190588","17975.740837190588"
"17312","17852.195389887893","17852.195389887893","17852.195389887893"
"17316","17466.39900713176","17466.39900713176","17466.39900713176"
"17323","17837.405160894665","17837.405160894665","17837.405160894665"
"17328","17572.509841935844","17572.509841935844","17572.509841935844"
"17331","17450.718545260297","17450.718545260297","17450.718545260297"
"17336","17382.114485791986","17382.114485791986","17382.114485791986"
"17345","17781.157926046177","17781.157926046177","17781.157926046177"
"17356","17952.806957903205","17952.806957903205","17952.806957903205"
"17357","18191.82446769897","18191.82446769897","18191.82446769897"
"17369","17914.104244117","17914.104244117","17914.104244117"
"17383","17871.16848509824","17871.16848509824","17871.16848509824"
"17386","18047.128685120435","18047.128685120435","18047.128685120435"
"17389","18144.841801171053","18144.841801171053","18144.841801171053"
"17399","17844.26343231769","17844.26343231769","17844.26343231769"
"17408","17306.07778368854","17306.07778368854","17306.07778368854"
"17430","17802.54464305139","17802.54464305139","17802.54464305139"
"17448","17354.600220557222","17354.600220557222","17354.600220557222"
"17450","17336.999096375846","17336.999096375846","17336.999096375846"
"17458","17530.14729034854","17530.14729034854","17530.14729034854"
"17466","17955.45922566323","17955.45922566323","17955.45922566323"
"17482","17972.02230791431","17972.02230791431","17972.02230791431"
"17484","17751.268474025972","17751.268474025972","17751.268474025972"
"17488","17925.788714674214","17925.788714674214","17925.788714674214"
"17499","17147.920230130978","17147.920230130978","17147.920230130978"
"17514","17702.852823093577","17702.852823093577","17702.852823093577"
"17517","17547.675828560332","17547.675828560332","17547.675828560332"
"17521","17963.267313769567","17963.267313769567","17963.267313769567"
"17522","17829.556811938062","17829.556811938062","17829.556811938062"
"17527","18070.14692105117","18070.14692105117","18070.14692105117"
"17540","17781.794685370187","17781.794685370187","17781.794685370187"
"17543","18684.462726551228","18684.462726551228","18684.462726551228"
"17548","16896.25609953935","16896.25609953935","16896.25609953935"
"17565","18065.48379551005","18065.48379551005","18065.48379551005"
"17571","18025.355671217672","18025.355671217672","18025.355671217672"
"17581","17831.308401986906","17831.308401986906","17831.308401986906"
"17586","18337.224996004","18337.224996004","18337.224996004"
"17599","17955.988190614946","17955.988190614946","17955.988190614946"
"17608","18116.905673881673","18116.905673881673","18116.905673881673"
"17620","18223.260811827065","18223.260811827065","18223.260811827065"
"17633","17746.813142080144","17746.813142080144","17746.813142080144"
"17657","17773.364024420025","17773.364024420025","17773.364024420025"
"17661","17293.689082362085","17293.689082362085","17293.689082362085"
"17672","17550.552958180713","17550.552958180713","17550.552958180713"
"17682","17736.824261627266","17736.824261627266","17736.824261627266"
"17684","17710.245868326117","17710.245868326117","17710.245868326117"
"17688","18213.68281690532","18213.68281690532","18213.68281690532"
"17689","17847.093694139196","17847.093694139196","17847.093694139196"
"17701","17848.139341991344","17848.139341991344","17848.139341991344"
"17726","17842.250030969033","17842.250030969033","17842.250030969033"
"17733","18129.727892274394","18129.727892274394","18129.727892274394"
"17734","17585.31355325231","17585.31355325231","17585.31355325231"
"17741","17170.85380089355","17170.85380089355","17170.85380089355"
"17749","17765.99291699967","17765.99291699967","17765.99291699967"
"17756","16999.937252997002","16999.937252997002","16999.937252997002"
"17762","18023.882636752143","18023.882636752143","18023.882636752143"
"17765","17783.621152514155","17783.621152514155","17783.621152514155"
"17767","18117.598357031857","18117.598357031857","18117.598357031857"
"17776","17914.093354423363","17914.093354423363","17914.093354423363"
"17784","17887.797123043623","17887.797123043623","17887.797123043623"
"17785","17922.11320868021","17922.11320868021","17922.11320868021"
"17795","17709.235431207686","17709.235431207686","17709.235431207686"
"17798","18134.798118437124","18134.798118437124","18134.798118437124"
"17806","17957.26099037074","17957.26099037074","17957.26099037074"
"17809","17607.020088938843","17607.020088938843","17607.020088938843"
"17824","17587.264883505388","17587.264883505388","17587.264883505388"
"17835","17689.486577006326","17689.486577006326","17689.486577006326"
"17840","18229.127356032855","18229.127356032855","18229.127356032855"
"17844","17996.295680042178","17996.295680042178","17996.295680042178"
"17854","17776.52053030303","17776.52053030303","17776.52053030303"
"17857","18130.10791713842","18130.10791713842","18130.10791713842"
"17861","18313.12280466756","18313.12280466756","18313.12280466756"
"17865","17985.8580962926","17985.8580962926","17985.8580962926"
"17873","17533.769551864803","17533.769551864803","17533.769551864803"
"17915","17792.63104773005","17792.63104773005","17792.63104773005"
"17944","17036.29197868798","17036.29197868798","17036.29197868798"
"17949","17658.77282156732","17658.77282156732","17658.77282156732"
"17952","18468.748840853594","18468.748840853594","18468.748840853594"
"17953","17763.227004856257","17763.227004856257","17763.227004856257"
"17961","17923.430712565212","17923.430712565212","17923.430712565212"
"17965","17528.39509079809","17528.39509079809","17528.39509079809"
"17974","17898.998643883897","17898.998643883897","17898.998643883897"
"17985","17908.42987801088","17908.42987801088","17908.42987801088"
"17994","17884.730262404264","17884.730262404264","17884.730262404264"
"18006","18194.66413702964","18194.66413702964","18194.66413702964"
"18022","17484.293423076928","17484.293423076928","17484.293423076928"
"18033","17609.25450432901","17609.25450432901","17609.25450432901"
"18045","17656.870239898988","17656.870239898988","17656.870239898988"
"18085","18323.225116217116","18323.225116217116","18323.225116217116"
"18090","18219.08942932068","18219.08942932068","18219.08942932068"
"18108","17864.186621989124","17864.186621989124","17864.186621989124"
"18116","18034.338344322343","18034.338344322343","18034.338344322343"
"18121","17850.084548312803","17850.084548312803","17850.084548312803"
"18144","17915.725892773895","17915.725892773895","17915.725892773895"
"18160","17870.825148490396","17870.825148490396","17870.825148490396"
"18170","18061.257178710177","18061.257178710177","18061.257178710177"
"18172","18213.53605594406","18213.53605594406","18213.53605594406"
"18180","17652.36408080808","17652.36408080808","17652.36408080808"
"18184","18412.003252691757","18412.003252691757","18412.003252691757"
"18191","17886.7561975802","17886.7561975802","17886.7561975802"
"18202","17319.230545399045","17319.230545399045","17319.230545399045"
"18204","18079.660800643804","18079.660800643804","18079.660800643804"
"18235","17835.436747669002","17835.436747669002","17835.436747669002"
"18253","17878.123290487292","17878.123290487292","17878.123290487292"
"18261","17194.584872044627","17194.584872044627","17194.584872044627"
"18264","18142.90322879898","18142.90322879898","18142.90322879898"
"18276","17785.1128440171","17785.1128440171","17785.1128440171"
"18307","18168.755863192368","18168.755863192368","18168.755863192368"
"18318","18205.553889471637","18205.553889471637","18205.553889471637"
"18329","17670.631184593185","17670.631184593185","17670.631184593185"
"18331","17633.010846542347","17633.010846542347","17633.010846542347"
"18333","18096.642414391164","18096.642414391164","18096.642414391164"
"18346","17840.971964174718","17840.971964174718","17840.971964174718"
"18362","18011.619455766457","18011.619455766457","18011.619455766457"
"18363","17949.5642502775","17949.5642502775","17949.5642502775"
"18369","18158.36945834721","18158.36945834721","18158.36945834721"
"18404","18292.455219613723","18292.455219613723","18292.455219613723"
"18415","17527.888483016985","17527.888483016985","17527.888483016985"
"18430","17710.566689227446","17710.566689227446","17710.566689227446"
"18431","18030.624532523034","18030.624532523034","18030.624532523034"
"18435","17052.875097596847","17052.875097596847","17052.875097596847"
"18436","17848.819273476525","17848.819273476525","17848.819273476525"
"18449","17130.98518381619","17130.98518381619","17130.98518381619"
"18451","18359.26884132534","18359.26884132534","18359.26884132534"
"18455","17713.76963417138","17713.76963417138","17713.76963417138"
"18470","18007.502378954385","18007.502378954385","18007.502378954385"
"18478","17786.875242979248","17786.875242979248","17786.875242979248"
"18486","17742.83625738151","17742.83625738151","17742.83625738151"
"18499","17641.57196739372","17641.57196739372","17641.57196739372"
"18521","18125.671093073594","18125.671093073594","18125.671093073594"
"18532","18089.626420246423","18089.626420246423","18089.626420246423"
"18549","17554.59176626152","17554.59176626152","17554.59176626152"
"18550","17788.140343406598","17788.140343406598","17788.140343406598"
"18570","17700.084303280055","17700.084303280055","17700.084303280055"
"18576","17725.144562104564","17725.144562104564","17725.144562104564"
"18580","18373.332277944282","18373.332277944282","18373.332277944282"
"18583","17542.861421939175","17542.861421939175","17542.861421939175"
"18589","17853.42593867244","17853.42593867244","17853.42593867244"
"18593","17819.235898407147","17819.235898407147","17819.235898407147"
"18619","17681.660934926185","17681.660934926185","17681.660934926185"
"18634","17846.068473165724","17846.068473165724","17846.068473165724"
"18650","17364.810904373408","17364.810904373408","17364.810904373408"
"18663","17591.640735514487","17591.640735514487","17591.640735514487"
"18666","18254.11243095793","18254.11243095793","18254.11243095793"
"18667","17811.775190420696","17811.775190420696","17811.775190420696"
"18671","17974.427507603512","17974.427507603512","17974.427507603512"
"18684","18168.342908369414","18168.342908369414","18168.342908369414"
"18688","18184.421921051176","18184.421921051176","18184.421921051176"
"18691","17875.297493145743","17875.297493145743","17875.297493145743"
"18704","17487.648033688536","17487.648033688536","17487.648033688536"
"18710","17776.32246656122","17776.32246656122","17776.32246656122"
"18721","17904.90312370962","17904.90312370962","17904.90312370962"
"18739","18063.08859570985","18063.08859570985","18063.08859570985"
"18775","17756.888165778666","17756.888165778666","17756.888165778666"
"18779","17297.534453740707","17297.534453740707","17297.534453740707"
"18780","17746.896894522146","17746.896894522146","17746.896894522146"
"18799","18137.09386938062","18137.09386938062","18137.09386938062"
"18802","17693.89805824731","17693.89805824731","17693.89805824731"
"18817","18030.890114607617","18030.890114607617","18030.890114607617"
"18819","18090.699847763346","18090.699847763346","18090.699847763346"
"18820","17923.794161754915","17923.794161754915","17923.794161754915"
"18825","18128.15222513598","18128.15222513598","18128.15222513598"
"18843","18064.78945066045","18064.78945066045","18064.78945066045"
"18863","17954.884271756022","17954.884271756022","17954.884271756022"
"18869","18145.9871486014","18145.9871486014","18145.9871486014"
"18871","17885.084072760576","17885.084072760576","17885.084072760576"
"18873","17302.664838938843","17302.664838938843","17302.664838938843"
"18878","18186.761895992902","18186.761895992902","18186.761895992902"
"18890","17942.847451076705","17942.847451076705","17942.847451076705"
"18893","17451.866822066822","17451.866822066822","17451.866822066822"
"18912","17517.306826062828","17517.306826062828","17517.306826062828"
"18924","17956.042889055392","17956.042889055392","17956.042889055392"
"18933","18210.252542318798","18210.252542318798","18210.252542318798"
"18934","17586.522821456325","17586.522821456325","17586.522821456325"
"18945","18034.093987401488","18034.093987401488","18034.093987401488"
"18974","18090.971877344877","18090.971877344877","18090.971877344877"
"18975","18382.50453990454","18382.50453990454","18382.50453990454"
"18986","17719.209809357308","17719.209809357308","17719.209809357308"
"18989","17683.977273365526","17683.977273365526","17683.977273365526"
"18995","17649.42669794095","17649.42669794095","17649.42669794095"
"19002","18179.11141444667","18179.11141444667","18179.11141444667"
"19009","17411.98756723832","17411.98756723832","17411.98756723832"
"19031","18247.092409840167","18247.092409840167","18247.092409840167"
"19039","17558.487721001224","17558.487721001224","17558.487721001224"
"19041","17808.110398878904","17808.110398878904","17808.110398878904"
"19072","18133.926093240094","18133.926093240094","18133.926093240094"
"19075","18438.34103529803","18438.34103529803","18438.34103529803"
"19092","18297.72197591298","18297.72197591298","18297.72197591298"
"19094","17528.414244533247","17528.414244533247","17528.414244533247"
"19125","17730.798756743257","17730.798756743257","17730.798756743257"
"19166","17691.632198773448","17691.632198773448","17691.632198773448"
"19167","17807.395969613724","17807.395969613724","17807.395969613724"
"19176","17956.947928654678","17956.947928654678","17956.947928654678"
"19179","18043.909517760017","18043.909517760017","18043.909517760017"
"19196","18364.870812409812","18364.870812409812","18364.870812409812"
"19209","17278.422689532694","17278.422689532694","17278.422689532694"
"19235","17969.983614912864","17969.983614912864","17969.983614912864"
"19250","17771.59207875458","17771.59207875458","17771.59207875458"
"19257","17867.2575480908","17867.2575480908","17867.2575480908"
"19260","18226.54201595627","18226.54201595627","18226.54201595627"
"19265","17546.58371714397","17546.58371714397","17546.58371714397"
"19280","17652.88087645688","17652.88087645688","17652.88087645688"
"19289","17819.888453768457","17819.888453768457","17819.888453768457"
"19295","18462.50647985348","18462.50647985348","18462.50647985348"
"19296","17632.35602711178","17632.35602711178","17632.35602711178"
"19325","18247.94235714286","18247.94235714286","18247.94235714286"
"19358","17756.521363053616","17756.521363053616","17756.521363053616"
"19380","18128.65903762904","18128.65903762904","18128.65903762904"
"19387","17686.765373792878","17686.765373792878","17686.765373792878"
"19388","17993.987365856374","17993.987365856374","17993.987365856374"
"19395","17975.562592879345","17975.562592879345","17975.562592879345"
"19413","17787.032753274507","17787.032753274507","17787.032753274507"
"19415","18294.736263597515","18294.736263597515","18294.736263597515"
"19449","18166.327569985573","18166.327569985573","18166.327569985573"
"19470","17616.35823878899","17616.35823878899","17616.35823878899"
"19477","17852.65691797092","17852.65691797092","17852.65691797092"
"19480","18153.25776609502","18153.25776609502","18153.25776609502"
"19488","17871.275838938844","17871.275838938844","17871.275838938844"
"19493","17773.872673798425","17773.872673798425","17773.872673798425"
"19506","17919.681988011987","17919.681988011987","17919.681988011987"
"19510","17513.070640248647","17513.070640248647","17513.070640248647"
"19524","18755.702032606285","18755.702032606285","18755.702032606285"
"19528","17981.17084138084","17981.17084138084","17981.17084138084"
"19533","17542.97223720724","17542.97223720724","17542.97223720724"
"19545","17375.348212398712","17375.348212398712","17375.348212398712"
"19547","18121.436973776224","18121.436973776224","18121.436973776224"
"19569","17652.913294511047","17652.913294511047","17652.913294511047"
"19580","17565.31551123876","17565.31551123876","17565.31551123876"
"19581","17655.936517482518","17655.936517482518","17655.936517482518"
"19584","18322.010857004112","18322.010857004112","18322.010857004112"
"19591","17987.022980907983","17987.022980907983","17987.022980907983"
"19594","17668.417783133533","17668.417783133533","17668.417783133533"
"19603","18276.834541930293","18276.834541930293","18276.834541930293"
"19617","18237.34202955378","18237.34202955378","18237.34202955378"
"19652","17984.50012731713","17984.50012731713","17984.50012731713"
"19658","17943.61854223554","17943.61854223554","17943.61854223554"
"19659","17822.71908999334","17822.71908999334","17822.71908999334"
"19672","18168.4879466922","18168.4879466922","18168.4879466922"
"19675","17871.59977158952","17871.59977158952","17871.59977158952"
"19694","17315.99528427129","17315.99528427129","17315.99528427129"
"19703","17979.61946805972","17979.61946805972","17979.61946805972"
"19708","17738.678182817188","17738.678182817188","17738.678182817188"
"19710","17425.058464174715","17425.058464174715","17425.058464174715"
"19711","18179.777514180267","18179.777514180267","18179.777514180267"
"19724","18196.474371572876","18196.474371572876","18196.474371572876"
"19760","18111.200751137752","18111.200751137752","18111.200751137752"
"19776","17826.86152899878","17826.86152899878","17826.86152899878"
"19786","18046.287415473416","18046.287415473416","18046.287415473416"
"19804","18096.87364047064","18096.87364047064","18096.87364047064"
"19840","18034.712903374406","18034.712903374406","18034.712903374406"
"19842","17606.84797832723","17606.84797832723","17606.84797832723"
"19863","17831.08187590188","17831.08187590188","17831.08187590188"
"19877","17976.503514152515","17976.503514152515","17976.503514152515"
"19882","18299.374121878125","18299.374121878125","18299.374121878125"
"19898","18013.759423437677","18013.759423437677","18013.759423437677"
"19899","17489.903996114997","17489.903996114997","17489.903996114997"
"19905","17191.46409140859","17191.46409140859","17191.46409140859"
"19910","18047.967062742813","18047.967062742813","18047.967062742813"
"19915","18303.790883200134","18303.790883200134","18303.790883200134"
"19917","17465.39295188145","17465.39295188145","17465.39295188145"
"19923","17184.79975396826","17184.79975396826","17184.79975396826"
"19928","17398.229731213232","17398.229731213232","17398.229731213232"
"19930","18301.445467476973","18301.445467476973","18301.445467476973"
"19934","17765.782536602288","17765.782536602288","17765.782536602288"
"19936","17895.555583194586","17895.555583194586","17895.555583194586"
"19937","17707.24614088689","17707.24614088689","17707.24614088689"
"19938","17919.14415753691","17919.14415753691","17919.14415753691"
"19945","18041.728610889113","18041.728610889113","18041.728610889113"
"19980","17870.89667976468","17870.89667976468","17870.89667976468"
"19991","17773.78402747253","17773.78402747253","17773.78402747253"
"20000","18031.330893800645","18031.330893800645","18031.330893800645"
"20010","17664.370516927516","17664.370516927516","17664.370516927516"
"20025","17330.196766455767","17330.196766455767","17330.196766455767"
"20032","17703.81234079809","17703.81234079809","17703.81234079809"
"20042","17831.813202908204","17831.813202908204","17831.813202908204"
"20053","17722.501466921967","17722.501466921967","17722.501466921967"
"20068","18082.166416305918","18082.166416305918","18082.166416305918"
"20071","17647.416983377738","17647.416983377738","17647.416983377738"
"20091","17829.051684176935","17829.051684176935","17829.051684176935"
"20117","17815.28997186147","17815.28997186147","17815.28997186147"
"20119","17654.53178219003","17654.53178219003","17654.53178219003"
"20129","17609.826864940616","17609.826864940616","17609.826864940616"
"20136","18180.6385518093","18180.6385518093","18180.6385518093"
"20155","18178.100749445","18178.100749445","18178.100749445"
"20169","17932.158172549673","17932.158172549673","17932.158172549673"
"20177","18240.362838023088","18240.362838023088","18240.362838023088"
"20183","18290.095936341437","18290.095936341437","18290.095936341437"
"20191","18419.94795987346","18419.94795987346","18419.94795987346"
"20207","18044.71037765013","18044.71037765013","18044.71037765013"
"20208","17465.693826118328","17465.693826118328","17465.693826118328"
"20231","17518.318684953938","17518.318684953938","17518.318684953938"
"20240","17695.148539738042","17695.148539738042","17695.148539738042"
"20248","17417.541733016988","17417.541733016988","17417.541733016988"
"20265","17793.044696608944","17793.044696608944","17793.044696608944"
"20276","17827.807922771673","17827.807922771673","17827.807922771673"
"20284","17559.53161957487","17559.53161957487","17559.53161957487"
"20289","18129.54844771895","18129.54844771895","18129.54844771895"
"20296","17573.91363111888","17573.91363111888","17573.91363111888"
"20314","18036.7717015207","18036.7717015207","18036.7717015207"
"20336","18256.351414529912","18256.351414529912","18256.351414529912"
"20337","17809.214452575205","17809.214452575205","17809.214452575205"
"20344","18019.228192279945","18019.228192279945","18019.228192279945"
"20371","18546.384944055946","18546.384944055946","18546.384944055946"
"20385","17983.303390470646","17983.303390470646","17983.303390470646"
"20389","17871.63279806305","17871.63279806305","17871.63279806305"
"20396","17818.463009962263","17818.463009962263","17818.463009962263"
"20400","17369.073803502055","17369.073803502055","17369.073803502055"
"20406","18000.31384826285","18000.31384826285","18000.31384826285"
"20420","17752.653130341878","17752.653130341878","17752.653130341878"
"20422","17812.770713286714","17812.770713286714","17812.770713286714"
"20424","17605.987955794204","17605.987955794204","17605.987955794204"
"20433","17866.509441946946","17866.509441946946","17866.509441946946"
"20434","17749.164796647798","17749.164796647798","17749.164796647798"
"20436","17682.813298840054","17682.813298840054","17682.813298840054"
"20441","17641.19118370519","17641.19118370519","17641.19118370519"
"20461","18066.372902736155","18066.372902736155","18066.372902736155"
"20462","17941.26955336331","17941.26955336331","17941.26955336331"
"20483","17883.133123015872","17883.133123015872","17883.133123015872"
"20493","17633.931369713617","17633.931369713617","17633.931369713617"
"20534","18007.71425990676","18007.71425990676","18007.71425990676"
"20547","17934.244035325784","17934.244035325784","17934.244035325784"
"20567","18075.581657758914","18075.581657758914","18075.581657758914"
"20576","17545.859219197475","17545.859219197475","17545.859219197475"
"20578","18387.84650579976","18387.84650579976","18387.84650579976"
"20586","17969.648361999112","17969.648361999112","17969.648361999112"
"20587","17547.55150818626","17547.55150818626","17547.55150818626"
"20606","17731.995477161727","17731.995477161727","17731.995477161727"
"20620","17209.112496392496","17209.112496392496","17209.112496392496"
"20632","18315.71163150738","18315.71163150738","18315.71163150738"
"20654","18280.19016064491","18280.19016064491","18280.19016064491"
"20658","17595.497636696637","17595.497636696637","17595.497636696637"
"20666","17987.416120962374","17987.416120962374","17987.416120962374"
"20694","18396.446950077705","18396.446950077705","18396.446950077705"
"20705","17395.00587676213","17395.00587676213","17395.00587676213"
